-97.05299,197.65417,69.95317,152.1415,80.58693,44.52002,45.812534,32.256927,25.930674,27.726908,33.834877,15.1114,40.889683,19.724575,16.134983,18.243351,11.848898,25.431438,19.732111,14.250396,
-54.385456,208.6736,88.94912,141.17352,86.5025,50.3041,54.804893,41.019966,18.548218,31.789864,40.951893,25.311102,37.208565,18.095587,25.473494,32.274822,17.587654,20.980074,21.352028,17.44597,
-82.69507,195.06245,92.62723,149.23123,85.95822,58.51715,50.20347,44.122158,19.89307,32.91328,39.2703,25.427147,31.464256,17.972843,19.361443,24.921741,24.161509,26.351934,17.82594,21.463608,
-79.55019,215.31438,87.51774,155.53502,81.20155,53.05483,51.490738,47.351784,22.71474,29.08452,28.03855,27.226183,28.94944,33.922245,36.904358,33.078102,30.156837,24.796429,22.437206,17.6788,
-64.846855,228.92609,89.18888,154.2745,89.55344,55.126457,56.73584,43.592194,30.736206,38.678463,43.00547,23.50317,36.969402,25.520779,28.089382,27.552097,20.093063,28.787754,21.43576,15.501577,
-61.96494,213.9743,85.35176,163.36057,99.97333,46.798153,54.77944,55.511173,25.322119,36.696312,41.07521,22.840702,43.8241,19.757053,21.695137,24.95623,15.021298,23.995676,26.720224,24.427673,
-81.20267,200.64084,100.93704,160.8657,89.591736,42.985046,39.77144,27.634981,17.771667,42.796524,31.277882,20.065006,29.616905,17.660976,15.48634,16.67329,20.254827,23.403824,16.86526,23.816952,
-91.48356,194.6583,90.78734,157.00305,82.93759,63.28301,40.59535,47.01686,25.21619,35.019382,38.287636,31.01606,32.29197,27.758457,30.05708,27.42575,22.871954,18.661156,23.711124,16.283264,
-103.39175,210.3522,91.80142,144.87125,91.23755,53.193565,55.541595,45.512672,21.118464,27.415527,42.737556,23.025318,36.6651,29.423061,22.52962,24.573702,24.14228,28.08429,15.630759,14.8565855,
-89.475395,221.72253,96.61754,147.69131,86.15791,56.61997,60.669167,45.041187,31.406885,31.604721,39.14057,28.027393,27.915285,24.871073,25.700205,23.306526,23.820711,26.046097,19.544739,21.455906,
-110.78135,199.69058,85.07763,149.02792,97.250565,45.21258,54.561413,49.895195,25.062363,30.17063,34.04525,18.643772,26.554596,25.944572,21.29554,22.971249,18.881863,21.977308,21.67436,16.519453,
-106.0461,204.96115,81.417755,154.75989,87.52103,48.69976,50.351826,45.645668,28.730186,37.9823,37.949738,21.943983,34.22943,20.27851,26.605862,36.56264,18.82455,31.036802,26.15287,19.150368,
-74.16127,203.96115,87.57547,145.95377,85.197395,53.401283,56.646183,40.98368,26.973225,31.359482,40.97464,22.848282,38.43779,21.641676,20.888168,27.390717,21.00798,23.836172,19.691902,13.964662,
-71.85439,205.30191,92.76034,167.64163,86.720535,40.958702,55.637825,35.540882,22.636377,37.45,31.614883,21.658234,43.630997,15.878069,21.78008,29.42596,21.689571,26.462555,20.275404,18.175362,
-81.62295,199.72424,98.88129,151.72026,74.40828,51.793694,55.027832,43.707947,20.620457,31.666046,39.48636,22.552862,29.347404,24.016205,28.49723,25.732483,21.413677,22.711878,16.1397,15.577965,
-71.21958,213.72217,82.92888,142.9508,80.4135,47.20425,63.482735,38.0168,17.847435,23.480036,34.367123,23.926905,27.8198,24.331425,22.519873,21.524479,18.56616,21.279016,13.555064,15.129836,
-79.61563,231.4818,87.07674,140.70592,79.35716,49.807983,52.597275,38.586403,21.768978,30.87856,32.954956,20.770535,27.43185,21.092272,22.831757,22.324165,20.470798,21.717075,14.537654,22.86393,
-78.467735,203.45758,82.244896,163.34221,94.243904,48.21884,49.739635,42.852646,24.906963,29.761227,34.711502,23.679596,27.062315,21.80487,20.567324,21.849998,26.284885,26.130924,19.361965,14.220303,
-76.84039,213.73132,88.86107,162.6625,106.606155,54.967842,51.589622,41.73635,27.122288,42.062767,44.248558,28.921728,40.652008,28.453846,27.537392,33.138737,29.25985,29.942436,20.256668,20.68722,
-101.82014,201.10454,91.87929,146.6286,87.480316,52.818115,54.873825,52.174904,21.407753,24.64817,34.45111,25.169785,29.920715,27.366259,27.98676,26.059662,18.84959,26.07383,20.986912,18.071846,
-50.933304,202.8602,97.15706,155.35855,86.6131,46.708,45.685383,38.790337,22.827541,32.08529,35.140724,22.225712,38.4375,18.941147,15.933937,24.054628,27.0496,29.22207,16.596779,18.603584,
-99.00431,200.67233,85.86378,149.48282,79.99048,44.88491,44.606598,51.324036,27.266384,27.606491,32.65217,19.436691,32.103245,30.084808,25.792534,26.35073,17.07228,17.821377,27.187841,24.059975,
-33.02939,202.01808,88.77931,146.53378,85.81573,53.465843,45.58593,33.413937,28.262611,39.99226,34.170692,20.31326,36.199852,20.394777,20.087395,26.323399,23.029749,31.1027,23.325924,20.070225,
-92.28554,219.19023,75.08711,150.42154,82.94084,42.187393,49.663277,36.725815,21.566475,28.664333,32.644485,25.547153,25.626217,29.459831,25.480686,19.311012,19.693657,25.932667,14.076883,14.702835,
-100.93373,216.84894,86.081345,144.3869,83.360146,36.64311,59.511005,42.45044,15.618549,31.677513,35.70935,14.963625,21.16407,25.411356,18.397919,22.409798,17.193874,20.721453,14.742862,13.895904,
-120.83736,213.05482,54.272514,149.16162,84.06328,42.333344,54.235252,42.004948,26.130783,31.235832,29.167612,30.296429,32.155357,25.597599,21.170446,28.773216,14.878431,18.41114,17.595379,14.711852,
-103.54654,218.17102,91.093346,164.95839,97.00017,55.84851,51.037994,38.48346,26.06157,34.847946,36.022297,24.105309,42.781605,35.1604,29.984264,31.006134,23.123842,26.564495,19.383438,15.263529,
-100.12606,207.16943,90.26692,137.33469,94.61177,63.58454,47.091976,49.502068,17.945753,27.859764,32.034187,25.136816,30.968569,31.00054,26.149101,29.560036,23.929096,28.208015,20.885162,18.241194,
-95.49293,210.7652,75.07428,138.7651,68.97536,46.852757,52.046387,31.515003,17.719284,38.312008,37.83146,16.776112,39.00267,18.331411,19.926744,23.34346,17.327595,27.036991,19.270119,23.004818,
-115.32956,224.05655,100.17079,142.84857,81.13166,57.00666,49.560688,54.719776,26.875416,32.69855,34.916607,27.801052,30.152687,23.530401,25.413605,39.979477,25.343567,24.94949,23.331554,15.758867,
-52.670986,214.75426,85.358025,151.8352,98.03018,49.67722,57.02342,46.721504,19.490017,34.68493,33.442337,27.154976,33.480957,26.353426,29.293365,31.591793,25.124592,26.194454,24.47418,14.728786,
-58.46392,206.10901,94.008736,152.36798,88.21274,56.91485,51.658943,38.84448,23.773949,36.09422,43.141586,28.814175,36.734814,26.220453,19.459084,26.006958,26.53638,24.581348,19.119844,14.887591,
-101.17272,225.35808,86.286606,154.39998,81.811035,45.964127,61.21538,44.266403,25.424381,37.803474,38.42775,16.758068,33.635933,21.573278,24.180273,27.283123,20.51418,28.18301,21.753086,16.489048,
-80.09238,210.46161,93.84535,148.77652,92.02588,52.581146,60.77902,47.585262,35.975586,27.613026,33.137405,27.422567,23.906418,26.164217,22.774601,23.59811,27.52264,22.615223,19.953455,20.807037,
-80.91111,219.4142,79.663055,148.90067,100.2385,50.235794,51.63522,44.654114,19.685839,33.613586,34.095,21.016106,22.32243,24.368576,28.29432,23.031105,21.169014,25.087439,22.012669,18.21156,
-93.773636,216.00684,85.54518,149.46176,86.40782,51.28016,57.533997,38.79187,30.654419,33.98211,38.331604,28.970987,41.06819,25.086555,22.833439,29.810614,19.25329,30.21497,24.201185,18.115322,
-79.0426,220.59375,97.32216,153.1773,100.92105,51.961037,68.4501,50.392998,27.863579,36.177917,40.057575,25.216362,33.556927,30.553946,30.50857,30.38009,23.900463,22.524548,21.628393,18.623203,
-45.875893,209.99689,80.42996,140.25589,74.71884,46.084114,41.683052,35.357033,15.407253,32.386993,31.218105,21.375393,24.076633,19.861153,15.387007,18.98375,15.718405,17.9944,21.995598,10.44202,
-168.80635,181.65707,84.39503,146.13348,71.9793,59.41086,56.396248,39.28729,25.345959,29.515102,37.937065,25.01701,28.959555,19.84925,22.046803,22.346046,16.66925,20.920424,15.168636,15.319923,
-81.17181,232.7085,87.10147,149.66484,96.99156,52.845745,54.095123,34.71,17.18805,28.936657,32.109753,33.72479,28.271317,26.65298,22.459087,22.491346,17.171858,25.576479,22.525814,18.986156,
-110.57632,198.75461,88.303566,153.93086,75.168945,50.156204,55.717724,42.43998,15.227514,31.47747,34.323586,19.100119,28.010962,22.421164,23.96061,23.815601,22.472343,20.47399,16.843155,13.165297,
-56.233852,207.7763,87.13823,163.42403,76.8763,41.475925,45.92672,31.55702,21.087906,39.241016,38.111107,21.239273,35.719147,18.04364,18.61972,30.74501,26.56453,34.582237,20.470999,18.466656,
-70.30897,226.94626,85.799255,138.18304,77.44856,46.88752,53.550266,38.6052,22.886421,33.48194,34.391293,22.632372,25.791557,22.951393,21.49469,24.707756,20.86222,27.406782,15.663533,13.643122,
